word,phonetic,part_of_speech,meaning,difficulty,category
symposium,/sɪmˈpəʊziəm/,n.,研讨会；专题讨论会,medium,CET6
syndrome,/ˈsɪndrəʊm/,n.,综合征；症候群,medium,CET6
synthesis,/ˈsɪnθəsɪs/,n.,综合；合成,medium,CET6
systematic,/ˌsɪstəˈmætɪk/,adj.,系统的；有条理的,medium,CET6
tackle,/ˈtækl/,v.,处理；解决；n. 用具,medium,CET6
tactic,/ˈtæktɪk/,n.,策略；战术,medium,CET6
tangle,/ˈtæŋɡl/,n.,纠缠；混乱；v. 缠结,medium,CET6
tariff,/ˈtærɪf/,n.,关税；价目表,medium,CET6
tease,/tiːz/,v.,取笑；逗弄,medium,CET6
tedious,/ˈtiːdiəs/,adj.,乏味的；冗长的,medium,CET6
temper,/ˈtempər/,n.,脾气；情绪；v. 使缓和,medium,CET6
temperament,/ˈtemprəmənt/,n.,气质；性情,medium,CET6
tempo,/ˈtempəʊ/,n.,节奏；速度,medium,CET6
tempt,/tempt/,v.,引诱；诱惑,medium,CET6
tenant,/ˈtenənt/,n.,房客；租户,medium,CET6
tentative,/ˈtentətɪv/,adj.,试探性的；暂定的,medium,CET6
terminate,/ˈtɜːmɪneɪt/,v.,终止；结束,medium,CET6
terrific,/təˈrɪfɪk/,adj.,极好的；可怕的,medium,CET6
terrify,/ˈterɪfaɪ/,v.,使恐惧；恐吓,medium,CET6
territory,/ˈterətri/,n.,领土；领域；范围,medium,CET6
testify,/ˈtestɪfaɪ/,v.,作证；证明,medium,CET6
testimony,/ˈtestɪməni/,n.,证词；证明,medium,CET6
texture,/ˈtekstʃər/,n.,质地；纹理,medium,CET6
thereby,/ˌðeəˈbaɪ/,adv.,因此；由此,medium,CET6
thermal,/ˈθɜːml/,adj.,热的；热量的,medium,CET6
thesis,/ˈθiːsɪs/,n.,论文；论点,medium,CET6
thorn,/θɔːn/,n.,刺；荆棘,medium,CET6
thorough,/ˈθʌrə/,adj.,彻底的；详尽的,medium,CET6
threshold,/ˈθreʃhəʊld/,n.,门槛；临界点,medium,CET6
thrill,/θrɪl/,n.,兴奋；激动；v. 使兴奋,medium,CET6
thrive,/θraɪv/,v.,兴旺；茁壮成长,medium,CET6
tick,/tɪk/,n.,滴答声；勾号；v. 发出滴答声,medium,CET6
tile,/taɪl/,n.,瓷砖；瓦片；v. 铺瓦,medium,CET6
tilt,/tɪlt/,v.,倾斜；n. 倾斜,medium,CET6
timber,/ˈtɪmbər/,n.,木材；木料,medium,CET6
timid,/ˈtɪmɪd/,adj.,胆小的；羞怯的,medium,CET6
toast,/təʊst/,n.,烤面包；祝酒；v. 为……干杯,medium,CET6
token,/ˈtəʊkən/,n.,代币；象征；票券,medium,CET6
tolerate,/ˈtɒləreɪt/,v.,容忍；忍受,medium,CET6
torrent,/ˈtɒrənt/,n.,激流；洪流,medium,CET6
torture,/ˈtɔːtʃər/,n.,酷刑；折磨；v. 折磨,medium,CET6
toss,/tɒs/,v.,抛；掷；摇动,medium,CET6
tow,/təʊ/,v.,拖；牵引；n. 拖带,medium,CET6
trace,/treɪs/,v.,追踪；追溯；n. 痕迹,medium,CET6
track,/træk/,n.,轨道；跑道；v. 追踪,medium,CET6
tract,/trækt/,n.,大片土地；道；短文,medium,CET6
tragedy,/ˈtrædʒədi/,n.,悲剧；惨案,medium,CET6
trait,/treɪt/,n.,特征；特点,medium,CET6
transaction,/trænˈzækʃn/,n.,交易；业务,medium,CET6
transcend,/trænˈsend/,v.,超越；胜过,medium,CET6
transient,/ˈtrænziənt/,adj.,短暂的；临时的,medium,CET6
transit,/ˈtrænzɪt/,n.,运输；过境,medium,CET6
transition,/trænˈzɪʃn/,n.,过渡；转变,medium,CET6
transplant,/trænsˈplɑːnt/,v.,移植；迁移,medium,CET6
traverse,/trəˈvɜːs/,v.,横穿；横越,medium,CET6
treason,/ˈtriːzn/,n.,叛国；背叛,medium,CET6
treasury,/ˈtreʒəri/,n.,财政部；国库,medium,CET6
trench,/trentʃ/,n.,沟渠；战壕,medium,CET6
tribute,/ˈtrɪbjuːt/,n.,贡品；致敬；颂词,medium,CET6
trifle,/ˈtraɪfl/,n.,小事；琐事；v. 轻视,medium,CET6
trigger,/ˈtrɪɡər/,n.,扳机；触发器；v. 引发,medium,CET6
triple,/ˈtrɪpl/,adj.,三倍的；v. 使成三倍,medium,CET6
trivial,/ˈtrɪviəl/,adj.,琐碎的；不重要的,medium,CET6
tropic,/ˈtrɒpɪk/,n.,热带地区；回归线,medium,CET6
troupe,/truːp/,n.,剧团；歌舞团,medium,CET6
trumpet,/ˈtrʌmpɪt/,n.,小号；喇叭,medium,CET6
trustee,/trʌˈstiː/,n.,受托人；理事,medium,CET6
tub,/tʌb/,n.,浴缸；桶,medium,CET6
tuck,/tʌk/,v.,把……塞进；卷起,medium,CET6
tuition,/tjuˈɪʃn/,n.,学费；教学,medium,CET6
tumble,/ˈtʌmbl/,v.,跌倒；翻滚；暴跌,medium,CET6
turbulent,/ˈtɜːbjələnt/,adj.,动荡的；汹涌的,medium,CET6
turnover,/ˈtɜːnəʊvər/,n.,营业额；人员流动,medium,CET6
twist,/twɪst/,v.,扭曲；缠绕；n. 转折,medium,CET6
tyranny,/ˈtɪrəni/,n.,暴政；专制,medium,CET6
ultraviolet,/ˌʌltrəˈvaɪələt/,adj.,紫外线的,medium,CET6
unanimous,/juˈnænɪməs/,adj.,一致同意的,medium,CET6
underestimate,/ˌʌndərˈestɪmeɪt/,v.,低估；看轻,medium,CET6
undergraduate,/ˌʌndəˈɡrædʒuət/,n.,本科生,medium,CET6
underline,/ˌʌndəˈlaɪn/,v.,在……下划线；强调,medium,CET6
underlying,/ˌʌndəˈlaɪɪŋ/,adj.,潜在的；根本的,medium,CET6
undermine,/ˌʌndəˈmaɪn/,v.,削弱；逐渐损害,medium,CET6
unemployment,/ˌʌnɪmˈplɔɪmənt/,n.,失业；失业率,medium,CET6
unfold,/ʌnˈfəʊld/,v.,展开；展现,medium,CET6
unify,/ˈjuːnɪfaɪ/,v.,统一；使一致,medium,CET6
unlikely,/ʌnˈlaɪkli/,adj.,不太可能的,medium,CET6
unload,/ˌʌnˈləʊd/,v.,卸货；卸载,medium,CET6
uphold,/ʌpˈhəʊld/,v.,支持；维护；举起,medium,CET6
upright,/ˈʌpraɪt/,adj.,直立的；正直的,medium,CET6
upset,/ʌpˈset/,v.,使不安；打乱；adj. 难过的,medium,CET6
uranium,/juˈreɪniəm/,n.,铀,medium,CET6
utmost,/ˈʌtməʊst/,adj.,极度的；n. 最大限度,medium,CET6
vaccine,/ˈvæksiːn/,n.,疫苗,medium,CET6
vague,/veɪɡ/,adj.,模糊的；含糊的,medium,CET6
validity,/vəˈlɪdəti/,n.,有效性；合法性,medium,CET6
valve,/vælv/,n.,阀门；瓣膜,medium,CET6
van,/væn/,n.,厢式货车；先锋,medium,CET6
vanish,/ˈvænɪʃ/,v.,消失；突然不见,medium,CET6
vanity,/ˈvænəti/,n.,虚荣；自负,medium,CET6
vapor,/ˈveɪpər/,n.,蒸汽；水汽,medium,CET6
variable,/ˈveəriəbl/,adj.,可变的；n. 变量,medium,CET6
vegetation,/ˌvedʒəˈteɪʃn/,n.,植被；植物,medium,CET6
veil,/veɪl/,n.,面纱；遮盖物；v. 遮掩,medium,CET6
vein,/veɪn/,n.,静脉；叶脉；矿脉,medium,CET6
velocity,/vəˈlɒsəti/,n.,速度；速率,medium,CET6
ventilate,/ˈventɪleɪt/,v.,使通风；公开讨论,medium,CET6
verbal,/ˈvɜːbl/,adj.,口头的；言语的；动词的,medium,CET6
verdict,/ˈvɜːdɪkt/,n.,裁决；定论,medium,CET6
verge,/vɜːdʒ/,n.,边缘；v. 濒临,medium,CET6
verify,/ˈverɪfaɪ/,v.,核实；验证,medium,CET6
versatile,/ˈvɜːsətaɪl/,adj.,多才多艺的；多用途的,medium,CET6
verse,/vɜːs/,n.,诗；韵文,medium,CET6
veteran,/ˈvetərən/,n.,老兵；老手；adj. 经验丰富的,medium,CET6
veto,/ˈviːtəʊ/,n.,否决权；v. 否决,medium,CET6
vibrate,/vaɪˈbreɪt/,v.,振动；颤动,medium,CET6
vicious,/ˈvɪʃəs/,adj.,恶毒的；凶残的,medium,CET6
vigorous,/ˈvɪɡərəs/,adj.,有力的；精力充沛的,medium,CET6
villain,/ˈvɪlən/,n.,恶棍；反派,medium,CET6
violate,/ˈvaɪəleɪt/,v.,违反；侵犯,medium,CET6
violet,/ˈvaɪələt/,n.,紫罗兰；adj. 紫色的,medium,CET6
virgin,/ˈvɜːdʒɪn/,n.,处女；adj. 未开发的,medium,CET6
virtual,/ˈvɜːtʃuəl/,adj.,虚拟的；实际上的,medium,CET6
virus,/ˈvaɪrəs/,n.,病毒,medium,CET6
visa,/ˈviːzə/,n.,签证,medium,CET6
visual,/ˈvɪʒuəl/,adj.,视觉的；可见的,medium,CET6
vocation,/vəʊˈkeɪʃn/,n.,职业；天职,medium,CET6
vulnerable,/ˈvʌlnərəbl/,adj.,脆弱的；易受伤的,medium,CET6
wallet,/ˈwɒlɪt/,n.,钱包,medium,CET6
wander,/ˈwɒndər/,v.,漫步；徘徊；走神,medium,CET6
warehouse,/ˈweəhaʊs/,n.,仓库；货栈,medium,CET6
warfare,/ˈwɔːfeər/,n.,战争；冲突,medium,CET6
warrant,/ˈwɒrənt/,n.,授权令；v. 保证；证明正当,medium,CET6
waterproof,/ˈwɔːtəpruːf/,adj.,防水的,medium,CET6
weary,/ˈwɪəri/,adj.,疲倦的；厌倦的,medium,CET6
weave,/wiːv/,v.,编织；编造,medium,CET6
wedge,/wedʒ/,n.,楔子；v. 楔入,medium,CET6
weird,/wɪəd/,adj.,古怪的；离奇的,medium,CET6
whereby,/weəˈbaɪ/,adv.,借以；凭此,medium,CET6
whirl,/wɜːl/,v.,旋转；n. 旋转,medium,CET6
wholesome,/ˈhəʊlsəm/,adj.,有益健康的；健全的,medium,CET6
wholly,/ˈhəʊlli/,adv.,完全地；全部地,medium,CET6
wicked,/ˈwɪkɪd/,adj.,邪恶的；淘气的,medium,CET6
widespread,/ˈwaɪdspred/,adj.,广泛的；普遍的,medium,CET6
width,/wɪdθ/,n.,宽度；广度,medium,CET6
wield,/wiːld/,v.,行使；挥舞,medium,CET6
withhold,/wɪðˈhəʊld/,v.,扣留；抑制,medium,CET6
workshop,/ˈwɜːkʃɒp/,n.,车间；研讨会,medium,CET6
worship,/ˈwɜːʃɪp/,v.,崇拜；敬奉；n. 礼拜,medium,CET6
worthwhile,/ˌwɜːθˈwaɪl/,adj.,值得做的,medium,CET6
wrap,/ræp/,v.,包裹；缠绕；n. 包装材料,medium,CET6
wreck,/rek/,n.,失事；残骸；v. 破坏,medium,CET6
wrench,/rentʃ/,n.,扳手；扭伤；v. 猛扭,medium,CET6
wrinkle,/ˈrɪŋkl/,n.,皱纹；v. 起皱,medium,CET6
abnormal,/æbˈnɔːml/,adj.,反常的；异常的,medium,KAOYAN
abound,/əˈbaʊnd/,v.,大量存在；富于,medium,KAOYAN
abridge,/əˈbrɪdʒ/,v.,删节；缩短,medium,KAOYAN
abruptly,/əˈbrʌptli/,adv.,突然地；唐突地,medium,KAOYAN
absorption,/əbˈzɔːpʃn/,n.,吸收；专注,medium,KAOYAN
abstain,/əbˈsteɪn/,v.,戒除；弃权,medium,KAOYAN
absurdity,/əbˈsɜːdəti/,n.,荒谬；荒唐,medium,KAOYAN
abundance,/əˈbʌndəns/,n.,丰富；充裕,medium,KAOYAN
academician,/əˌkædəˈmɪʃn/,n.,院士；学会会员,medium,KAOYAN
accessible,/əkˈsesəbl/,adj.,可接近的；可获得的,medium,KAOYAN
acclaim,/əˈkleɪm/,v.,称赞；欢呼；n. 赞扬,medium,KAOYAN
accountability,/əˌkaʊntəˈbɪləti/,n.,问责；责任,medium,KAOYAN
acknowledgement,/əkˈnɒlɪdʒmənt/,n.,承认；感谢,medium,KAOYAN
acquiesce,/ˌækwiˈes/,v.,默许；勉强同意,medium,KAOYAN
acquisition,/ˌækwɪˈzɪʃn/,n.,获得；收购,medium,KAOYAN
acuity,/əˈkjuːəti/,n.,敏锐；尖锐,medium,KAOYAN
adaptation,/ˌædæpˈteɪʃn/,n.,适应；改编,medium,KAOYAN
addictive,/əˈdɪktɪv/,adj.,使人上瘾的,medium,KAOYAN
adherence,/ədˈhɪərəns/,n.,坚持；遵守,medium,KAOYAN
admonish,/ədˈmɒnɪʃ/,v.,告诫；劝告,medium,KAOYAN
adolescence,/ˌædəˈlesns/,n.,青春期,medium,KAOYAN
advent,/ˈædvent/,n.,到来；出现,medium,KAOYAN
adversary,/ˈædvəsəri/,n.,对手；敌手,medium,KAOYAN
affection,/əˈfekʃn/,n.,喜爱；感情,medium,KAOYAN
affiliate,/əˈfɪlieɪt/,v.,使隶属；n. 分支机构,medium,KAOYAN
affirm,/əˈfɜːm/,v.,断言；肯定；证实,medium,KAOYAN
agitation,/ˌædʒɪˈteɪʃn/,n.,焦虑；鼓动,medium,KAOYAN
ailment,/ˈeɪlmənt/,n.,小病；不适,medium,KAOYAN
albeit,/ɔːlˈbiːɪt/,conj.,虽然；尽管,medium,KAOYAN
alienate,/ˈeɪliəneɪt/,v.,使疏远；离间,medium,KAOYAN
allegiance,/əˈliːdʒəns/,n.,忠诚；效忠,medium,KAOYAN
allergy,/ˈælədʒi/,n.,过敏；过敏症,medium,KAOYAN
alliance,/əˈlaɪəns/,n.,联盟；结盟,medium,KAOYAN
altruistic,/ˌæltruˈɪstɪk/,adj.,利他的；无私的,medium,KAOYAN
amend,/əˈmend/,v.,修改；修正；改进,medium,KAOYAN
anecdote,/ˈænɪkdəʊt/,n.,轶事；趣闻,medium,KAOYAN
anguish,/ˈæŋɡwɪʃ/,n.,极度痛苦；苦恼,medium,KAOYAN
animate,/ˈænɪmeɪt/,v.,使有生气；adj. 有生命的,medium,KAOYAN
annihilate,/əˈnaɪəleɪt/,v.,歼灭；彻底消灭,medium,KAOYAN
antagonism,/ænˈtæɡənɪzəm/,n.,对抗；敌对,medium,KAOYAN
antiquity,/ænˈtɪkwəti/,n.,古代；古物,medium,KAOYAN
appalling,/əˈpɔːlɪŋ/,adj.,骇人的；糟糕的,medium,KAOYAN
appease,/əˈpiːz/,v.,安抚；缓和,medium,KAOYAN
apprehension,/ˌæprɪˈhenʃn/,n.,忧虑；理解；逮捕,medium,KAOYAN
archaic,/ɑːˈkeɪɪk/,adj.,古旧的；过时的,medium,KAOYAN
arduous,/ˈɑːdjuəs/,adj.,艰巨的；费力的,medium,KAOYAN
arrogant,/ˈærəɡənt/,adj.,傲慢的；自大的,medium,KAOYAN
articulate,/ɑːˈtɪkjuleɪt/,v.,清楚表达；adj. 口齿伶俐的,medium,KAOYAN
ascendancy,/əˈsendənsi/,n.,优势；支配地位,medium,KAOYAN
assent,/əˈsent/,n.,同意；v. 同意,medium,KAOYAN
assorted,/əˈsɔːtɪd/,adj.,各种各样的；混杂的,medium,KAOYAN
astound,/əˈstaʊnd/,v.,使震惊,medium,KAOYAN
astray,/əˈstreɪ/,adv.,迷路；入歧途,medium,KAOYAN
attribute,/əˈtrɪbjuːt/,v.,归因于；n. 属性,medium,KAOYAN
audacity,/ɔːˈdæsəti/,n.,大胆；厚颜,medium,KAOYAN
augment,/ɔːɡˈment/,v.,增加；扩大,medium,KAOYAN
authenticity,/ˌɔːθenˈtɪsəti/,n.,真实性；可靠性,medium,KAOYAN
avert,/əˈvɜːt/,v.,避免；转移,medium,KAOYAN
aviation,/ˌeɪviˈeɪʃn/,n.,航空；飞行术,medium,KAOYAN
awry,/əˈraɪ/,adj.,出错的；扭曲的,medium,KAOYAN
axiom,/ˈæksiəm/,n.,公理；原理,medium,KAOYAN
ballot,/ˈbælət/,n.,投票；选票,medium,KAOYAN
banish,/ˈbænɪʃ/,v.,放逐；驱逐,medium,KAOYAN
basin,/ˈbeɪsn/,n.,盆地；水盆,medium,KAOYAN
belligerent,/bəˈlɪdʒərənt/,adj.,好战的；好斗的,medium,KAOYAN
beneficiary,/ˌbenɪˈfɪʃəri/,n.,受益人；受惠者,medium,KAOYAN
benevolent,/bəˈnevələnt/,adj.,仁慈的；慈善的,medium,KAOYAN
besiege,/bɪˈsiːdʒ/,v.,围攻；围困,medium,KAOYAN
bias,/ˈbaɪəs/,n.,偏见；v. 使有偏见,medium,KAOYAN
biography,/baɪˈɒɡrəfi/,n.,传记,medium,KAOYAN
bleak,/bliːk/,adj.,荒凉的；黯淡的,medium,KAOYAN
blunder,/ˈblʌndər/,n.,大错；v. 犯大错,medium,KAOYAN
blunt,/blʌnt/,adj.,钝的；直率的,medium,KAOYAN
bourgeois,/ˈbʊəʒwɑː/,adj.,资产阶级的；中产阶级的,medium,KAOYAN
breach,/briːtʃ/,n.,违反；缺口；v. 违反,medium,KAOYAN
bribe,/braɪb/,n.,贿赂；v. 行贿,medium,KAOYAN
brittle,/ˈbrɪtl/,adj.,易碎的；脆弱的,medium,KAOYAN
brutal,/ˈbruːtl/,adj.,残忍的；野蛮的,medium,KAOYAN
calamity,/kəˈlæməti/,n.,灾难；灾祸,medium,KAOYAN
capacity,/kəˈpæsəti/,n.,容量；能力；身份,medium,KAOYAN
capitalism,/ˈkæpɪtəlɪzəm/,n.,资本主义,medium,KAOYAN
cascade,/kæˈskeɪd/,n.,瀑布；v. 倾泻,medium,KAOYAN
celestial,/səˈlestiəl/,adj.,天上的；天体的,medium,KAOYAN
cement,/sɪˈment/,n.,水泥；v. 巩固,medium,KAOYAN
censor,/ˈsensər/,n.,审查员；v. 审查,medium,KAOYAN
censure,/ˈsenʃər/,n.,谴责；v. 谴责,medium,KAOYAN
chancellor,/ˈtʃɑːnsələr/,n.,大臣；校长,medium,KAOYAN
chasm,/ˈkæzəm/,n.,深渊；巨大分歧,medium,KAOYAN
chronicle,/ˈkrɒnɪkl/,n.,编年史；v. 记载,medium,KAOYAN
circumference,/səˈkʌmfərəns/,n.,圆周；周长,medium,KAOYAN
civilian,/səˈvɪliən/,n.,平民；adj. 民用的,medium,KAOYAN
clamor,/ˈklæmər/,n.,喧闹；v. 喧嚷,medium,KAOYAN
clarity,/ˈklærəti/,n.,清晰；清楚,medium,KAOYAN
clemency,/ˈklemənsi/,n.,仁慈；宽厚,medium,KAOYAN
coerce,/kəʊˈɜːs/,v.,强迫；胁迫,medium,KAOYAN
cognition,/kɒɡˈnɪʃn/,n.,认知；认识,medium,KAOYAN
coincidence,/kəʊˈɪnsɪdəns/,n.,巧合；一致,medium,KAOYAN
combat,/ˈkɒmbæt/,n.,战斗；v. 与……战斗,medium,KAOYAN
commemorate,/kəˈmeməreɪt/,v.,纪念；庆祝,medium,KAOYAN
commonplace,/ˈkɒmənpleɪs/,adj.,平凡的；n. 寻常事物,medium,KAOYAN
compassion,/kəmˈpæʃn/,n.,同情；怜悯,medium,KAOYAN
compel,/kəmˈpel/,v.,强迫；迫使,medium,KAOYAN
competence,/ˈkɒmpɪtəns/,n.,能力；胜任,medium,KAOYAN
complexion,/kəmˈplekʃn/,n.,肤色；外观,medium,KAOYAN
compliance,/kəmˈplaɪəns/,n.,顺从；遵守,medium,KAOYAN
composite,/ˈkɒmpəzɪt/,adj.,复合的；n. 合成物,medium,KAOYAN
comprehend,/ˌkɒmprɪˈhend/,v.,理解；领会,medium,KAOYAN
compulsory,/kəmˈpʌlsəri/,adj.,义务的；强制的,medium,KAOYAN
conception,/kənˈsepʃn/,n.,概念；构想；怀孕,medium,KAOYAN
concise,/kənˈsaɪs/,adj.,简洁的；简明的,medium,KAOYAN
conducive,/kənˈdjuːsɪv/,adj.,有助于……的,medium,KAOYAN
confine,/kənˈfaɪn/,v.,限制；禁闭,medium,KAOYAN
congregate,/ˈkɒŋɡrɪɡeɪt/,v.,聚集；集合,medium,KAOYAN
conquer,/ˈkɒŋkər/,v.,征服；攻克,medium,KAOYAN
conservation,/ˌkɒnsəˈveɪʃn/,n.,保护；保存,medium,KAOYAN
conspiracy,/kənˈspɪrəsi/,n.,阴谋；密谋,medium,KAOYAN
constituent,/kənˈstɪtjuənt/,n.,成分；选民；adj. 组成的,medium,KAOYAN
constitution,/ˌkɒnstɪˈtjuːʃn/,n.,宪法；构成；体质,medium,KAOYAN
constraint,/kənˈstreɪnt/,n.,限制；约束,medium,KAOYAN
consultancy,/kənˈsʌltənsi/,n.,咨询公司；顾问工作,medium,KAOYAN
contradiction,/ˌkɒntrəˈdɪkʃn/,n.,矛盾；反驳,medium,KAOYAN
contrive,/kənˈtraɪv/,v.,设法做到；设计,medium,KAOYAN
controversy,/ˈkɒntrəvɜːsi/,n.,争论；争议,medium,KAOYAN
convene,/kənˈviːn/,v.,召集；开会,medium,KAOYAN
conversion,/kənˈvɜːʃn/,n.,转换；转变,medium,KAOYAN
conviction,/kənˈvɪkʃn/,n.,信念；定罪,medium,KAOYAN
coordinate,/kəʊˈɔːdɪneɪt/,v.,协调；n. 坐标,medium,KAOYAN
correspondence,/ˌkɒrəˈspɒndəns/,n.,通信；对应,medium,KAOYAN
counterfeit,/ˈkaʊntəfɪt/,adj.,伪造的；n. 赝品,medium,KAOYAN
credential,/krəˈdenʃl/,n.,证书；凭据,medium,KAOYAN
crude,/kruːd/,adj.,粗糙的；天然的；粗鲁的,medium,KAOYAN
cultivate,/ˈkʌltɪveɪt/,v.,培养；耕作；结交,medium,KAOYAN
debase,/dɪˈbeɪs/,v.,贬低；降低,medium,KAOYAN
decisive,/dɪˈsaɪsɪv/,adj.,决定性的；果断的,medium,KAOYAN
decompose,/ˌdiːkəmˈpəʊz/,v.,分解；腐烂,medium,KAOYAN
decree,/dɪˈkriː/,n.,法令；v. 颁布,medium,KAOYAN
defect,/ˈdiːfekt/,n.,缺陷；v. 叛逃,medium,KAOYAN
degenerate,/dɪˈdʒenəreɪt/,v.,退化；堕落,medium,KAOYAN
demise,/dɪˈmaɪz/,n.,死亡；终止,medium,KAOYAN
denote,/dɪˈnəʊt/,v.,表示；意味着,medium,KAOYAN
deplete,/dɪˈpliːt/,v.,耗尽；使枯竭,medium,KAOYAN
deplore,/dɪˈplɔːr/,v.,哀叹；痛惜,medium,KAOYAN
deploy,/dɪˈplɔɪ/,v.,部署；调动,medium,KAOYAN
deputy,/ˈdepjuti/,n.,副手；代表,medium,KAOYAN
derive,/dɪˈraɪv/,v.,源于；获得,medium,KAOYAN
descendant,/dɪˈsendənt/,n.,后裔；后代,medium,KAOYAN
destined,/ˈdestɪnd/,adj.,注定的；预定的,medium,KAOYAN
destruction,/dɪˈstrʌkʃn/,n.,破坏；毁灭,medium,KAOYAN
detach,/dɪˈtætʃ/,v.,拆卸；使分离,medium,KAOYAN
detain,/dɪˈteɪn/,v.,拘留；耽搁,medium,KAOYAN
deter,/dɪˈtɜːr/,v.,制止；威慑,medium,KAOYAN
detriment,/ˈdetrɪmənt/,n.,损害；不利,medium,KAOYAN
devastate,/ˈdevəsteɪt/,v.,摧毁；使震惊,medium,KAOYAN
diagnosis,/ˌdaɪəɡˈnəʊsɪs/,n.,诊断；判断,medium,KAOYAN
digest,/daɪˈdʒest/,v.,消化；理解；n. 文摘,medium,KAOYAN
diligent,/ˈdɪlɪdʒənt/,adj.,勤奋的；用功的,medium,KAOYAN
discern,/dɪˈsɜːn/,v.,辨别；察觉,medium,KAOYAN
discharge,/dɪsˈtʃɑːdʒ/,v.,排放；释放；n. 排出,medium,KAOYAN
discrepancy,/dɪsˈkrepənsi/,n.,差异；不一致,medium,KAOYAN
disdain,/dɪsˈdeɪn/,n.,鄙视；v. 鄙视,medium,KAOYAN
dispense,/dɪˈspens/,v.,分发；免除；配制,medium,KAOYAN
dispute,/dɪˈspjuːt/,n.,争论；纠纷；v. 争论,medium,KAOYAN
disregard,/ˌdɪsrɪˈɡɑːd/,v.,忽视；n. 漠视,medium,KAOYAN
disseminate,/dɪˈsemɪneɪt/,v.,传播；散布,medium,KAOYAN
dissipate,/ˈdɪsɪpeɪt/,v.,消散；挥霍,medium,KAOYAN
distill,/dɪˈstɪl/,v.,蒸馏；提炼,medium,KAOYAN
distract,/dɪˈstrækt/,v.,分散注意力；使分心,medium,KAOYAN
distress,/dɪˈstres/,n.,痛苦；危难；v. 使痛苦,medium,KAOYAN
divine,/dɪˈvaɪn/,adj.,神圣的；极好的,medium,KAOYAN
dome,/dəʊm/,n.,圆顶；穹顶,medium,KAOYAN
domesticate,/dəˈmestɪkeɪt/,v.,驯养；使习惯于家庭生活,medium,KAOYAN
doom,/duːm/,n.,厄运；v. 注定,medium,KAOYAN
drastic,/ˈdræstɪk/,adj.,激烈的；极端的,medium,KAOYAN
dubious,/ˈdjuːbiəs/,adj.,可疑的；犹豫的,medium,KAOYAN
ecosystem,/ˈiːkəʊsɪstəm/,n.,生态系统,medium,KAOYAN
edifice,/ˈedɪfɪs/,n.,大厦；宏伟建筑,medium,KAOYAN
efficacy,/ˈefɪkəsi/,n.,功效；效力,medium,KAOYAN
elicit,/ɪˈlɪsɪt/,v.,引出；诱出,medium,KAOYAN
eligible,/ˈelɪdʒəbl/,adj.,有资格的；符合条件的,medium,KAOYAN
emancipate,/ɪˈmænsɪpeɪt/,v.,解放；解脱,medium,KAOYAN
embassy,/ˈembəsi/,n.,大使馆,medium,KAOYAN
embrace,/ɪmˈbreɪs/,v.,拥抱；欣然接受,medium,KAOYAN
emission,/ɪˈmɪʃn/,n.,排放；散发,medium,KAOYAN
enact,/ɪˈnækt/,v.,颁布；制定,medium,KAOYAN
enchant,/ɪnˈtʃɑːnt/,v.,使着迷；施魔法,medium,KAOYAN
endorse,/ɪnˈdɔːs/,v.,赞同；背书；代言,medium,KAOYAN
enlighten,/ɪnˈlaɪtn/,v.,启发；启蒙；开导,medium,KAOYAN
enlist,/ɪnˈlɪst/,v.,入伍；争取,medium,KAOYAN
enormity,/ɪˈnɔːməti/,n.,巨大；严重性,medium,KAOYAN
entail,/ɪnˈteɪl/,v.,需要；牵涉,medium,KAOYAN
entreat,/ɪnˈtriːt/,v.,恳求；乞求,medium,KAOYAN
equilibrium,/ˌiːkwɪˈlɪbriəm/,n.,平衡；均衡,medium,KAOYAN
era,/ˈɪərə/,n.,时代；纪元,medium,KAOYAN
eradicate,/ɪˈrædɪkeɪt/,v.,根除；消灭,medium,KAOYAN
erroneous,/ɪˈrəʊniəs/,adj.,错误的；不正确的,medium,KAOYAN
espouse,/ɪˈspaʊz/,v.,支持；信奉,medium,KAOYAN
ethnic,/ˈeθnɪk/,adj.,民族的；种族的,medium,KAOYAN
evade,/ɪˈveɪd/,v.,逃避；躲避,medium,KAOYAN
excel,/ɪkˈsel/,v.,擅长；胜过,medium,KAOYAN
exceptional,/ɪkˈsepʃənl/,adj.,杰出的；异常的,medium,KAOYAN
excerpt,/ˈeksɜːpt/,n.,摘录；节选,medium,KAOYAN
exhaustion,/ɪɡˈzɔːstʃn/,n.,精疲力竭；耗尽,medium,KAOYAN
expedite,/ˈekspədaɪt/,v.,加快；促进,medium,KAOYAN
exposition,/ˌekspəˈzɪʃn/,n.,阐述；展览会,medium,KAOYAN
falter,/ˈfɔːltər/,v.,蹒跚；犹豫；衰退,medium,KAOYAN
fanatic,/fəˈnætɪk/,n.,狂热者；adj. 狂热的,medium,KAOYAN
ferocious,/fəˈrəʊʃəs/,adj.,凶猛的；残忍的,medium,KAOYAN
fidelity,/fɪˈdeləti/,n.,忠诚；保真度,medium,KAOYAN
fierce,/fɪəs/,adj.,凶猛的；激烈的,medium,KAOYAN
finite,/ˈfaɪnaɪt/,adj.,有限的；限定的,medium,KAOYAN
foremost,/ˈfɔːməʊst/,adj.,最重要的；最著名的,medium,KAOYAN
fringe,/frɪndʒ/,n.,边缘；刘海；adj. 边缘的,medium,KAOYAN
